Title,Genre,ReleaseYear,Rating,Votes,RevenueMillions,MovieScore
Movie 4018,Drama,2013,7.0,57762,219.97,98.74572597893265
Movie 4019,Drama,1980,5.5,57610,33.88,63.67607840370332
Movie 4020,Drama,2000,5.4,18584,276.9,80.77259444674931
Movie 4021,Drama,1997,9.4,95875,221.66,129.99162310731109
Movie 4022,Action,1993,5.3,81779,223.52,82.30447636776876
Movie 4023,Action,2005,7.2,79609,45.2,85.77124394299489
Movie 4024,Action,1983,5.4,33152,161.22,72.32999784198722
Movie 4025,Comedy,2023,3.3,13788,243.44,55.79836729107775
Movie 4026,Drama,2013,5.8,64212,207.04,84.90977357606843
Movie 4027,Horror,2011,5.1,7521,153.27,60.84749542905443
Movie 4028,Horror,2020,7.8,99961,153.15,105.11285406346506
Movie 4029,Drama,1994,6.3,36100,79.04,74.0166778220405
Movie 4030,Drama,1993,5.6,15776,290.67,83.19832738864174
Movie 4031,Horror,2000,4.8,44984,295.92,81.01960502328585
Movie 4032,Comedy,2023,6.2,65233,197.14,88.445563723205
Movie 4033,Comedy,1990,6.9,48982,83.74,82.8886771890285
Movie 4034,Drama,2022,5.4,23223,184.19,72.70488413080412
Movie 4035,Comedy,2016,5.9,14567,226.42,79.20283746630392
Movie 4036,Horror,1995,7.1,15864,285.44,97.2142819985228
Movie 4037,Comedy,1980,7.0,30624,165.13,88.82000363492921
Movie 4038,Action,2021,6.9,22559,140.41,83.20614256872277
Movie 4039,Action,1995,5.1,55934,49.02,60.65492246453326
Movie 4040,Drama,1991,5.0,86970,167.11,73.57765004367741
Movie 4041,Drama,1990,6.9,70913,216.28,98.69563976425805
Movie 4042,Action,2012,6.8,11027,243.45,87.64071085057708
Movie 4043,Action,2023,5.8,6834,168.01,68.01390814511669
Movie 4044,Drama,1982,6.7,50962,61.7,78.79032956004063
Movie 4045,Comedy,1999,4.2,38326,293.38,73.66442152807153
Movie 4046,Drama,1994,5.8,87675,238.61,89.8731401880788
Movie 4047,Action,2006,4.2,69955,51.14,51.96761135827015
Movie 4048,Drama,1999,10.1,51317,165.46,126.08854815276925
Movie 4049,Horror,1982,3.1,19235,23.92,32.972070287432416
Movie 4050,Drama,1985,6.1,8942,99.45,65.4466209323117
Movie 4051,Comedy,2001,7.3,43726,115.73,89.57876358662602
Movie 4052,Comedy,2013,7.3,59728,113.6,91.64228248813772
Movie 4053,Horror,1995,7.5,31809,175.21,95.27751988557392
Movie 4054,Horror,1993,8.4,19096,263.71,109.17220688253747
Movie 4055,Horror,2015,7.2,15479,217.88,91.24858985943477
Movie 4056,Comedy,2003,8.0,36664,278.34,111.91062320422319
Movie 4057,Horror,2005,10.1,51469,5.63,110.13541936573267
Movie 4058,Drama,1989,6.4,84306,274.67,100.05720913482249
Movie 4059,Drama,1993,5.5,33535,297.33,87.04506122224393
Movie 4060,Horror,2012,5.3,37462,288.28,84.64287800854409
Movie 4061,Comedy,2023,8.8,83400,128.34,112.55045709240713
Movie 4062,Comedy,1982,10.3,56247,106.94,123.35051536795368
Movie 4063,Horror,2003,7.8,57764,240.34,109.55427901235353
Movie 4064,Action,2015,8.6,11315,153.78,95.65016721882454
Movie 4065,Drama,1998,9.2,21583,149.67,106.78030972171733
Movie 4066,Horror,2017,6.6,91887,241.92,99.6189497724869
Movie 4067,Action,2003,7.1,24177,60.82,77.74370869510975
Movie 4068,Comedy,1984,8.7,66750,253.56,122.00190364958607
Movie 4069,Drama,2017,7.5,51089,7.03,82.01308046743632
Movie 4070,Action,2016,7.4,16119,76.55,79.34483851884859
Movie 4071,Comedy,2006,5.9,17956,276.28,85.4228382112472
Movie 4072,Horror,2008,9.1,85181,14.83,104.79116334831382
Movie 4073,Comedy,1981,7.7,89357,164.11,104.1941266012772
Movie 4074,Action,1989,7.1,65496,152.91,94.0282932952387
Movie 4075,Action,2023,7.5,42711,138.55,93.82176392635017
Movie 4076,Horror,2010,6.7,28136,243.47,92.98743279168622
Movie 4077,Action,1982,5.8,87925,267.47,92.77565481752089
Movie 4078,Comedy,1995,6.1,15735,190.16,77.96460879642026
Movie 4079,Drama,2013,6.6,53672,93.95,81.27339138100234
Movie 4080,Comedy,1994,6.2,1218,197.12,63.767874002783884
Movie 4081,Action,1997,7.9,29345,254.56,106.72260108516257
Movie 4082,Drama,2011,8.7,33078,271.58,117.69588909473127
Movie 4083,Action,1995,7.2,83344,5.79,82.16035606831575
Movie 4084,Comedy,1984,5.5,97092,209.56,84.114835085789
Movie 4085,Action,1992,6.5,48031,6.18,70.68554777381571
Movie 4086,Horror,1990,7.5,43675,181.16,98.25015523350467
Movie 4087,Action,1991,5.9,52709,261.74,90.3221067721106
Movie 4088,Comedy,1983,9.6,95619,207.53,130.8471179089289
Movie 4089,Comedy,2004,7.1,16827,219.21,91.00967605744393
Movie 4090,Horror,2006,5.1,13466,258.74,74.36478738999521
Movie 4091,Drama,2009,4.4,26614,114.48,56.28061308067018
Movie 4092,Comedy,2018,6.9,20181,157.15,84.11157013946888
Movie 4093,Action,1984,9.5,11139,130.26,101.54982637807211
Movie 4094,Horror,2007,6.0,76004,152.16,82.64732643946871
Movie 4095,Comedy,1983,5.6,80911,232.34,86.52025757059067
Movie 4096,Horror,2013,5.7,68821,211.15,84.60888881941693
Movie 4097,Comedy,2016,7.6,300,31.14,46.48803801209145
Movie 4098,Comedy,1988,7.6,61402,44.39,88.23062619386124
Movie 4099,Action,1993,6.3,33876,10.88,66.80009706128635
Movie 4100,Action,1994,5.1,70087,179.97,74.90028505916561
Movie 4101,Drama,2014,6.1,52803,29.67,69.30048756884396
Movie 4102,Action,2019,7.6,66584,158.06,100.21338300511546
Movie 4103,Drama,1987,5.6,97292,26.43,66.9617010095844
Movie 4105,Drama,1991,10.0,87325,79.08,121.68203521083842
Movie 4106,Drama,1996,7.9,17900,216.63,99.02463366390252
Movie 4107,Action,1986,4.7,55856,220.59,73.43258562211156
Movie 4108,Horror,2018,3.6,19429,174.87,53.03546475253735
Movie 4109,Action,2017,4.9,51945,230.87,76.29100398260664
Movie 4110,Action,2004,9.1,95965,225.12,126.90491809356847
Movie 4111,Action,2007,5.0,13892,7.57,48.452701975744304
Movie 4112,Horror,2007,5.1,70133,161.52,73.05863118186271
Movie 4113,Horror,1995,6.1,39715,114.01,75.99700738973624
Movie 4114,Comedy,1995,7.2,60413,25.15,81.77962824503443
Movie 4115,Action,2007,6.1,37707,276.58,91.93752807034784
Movie 4116,Comedy,1993,4.8,17969,109.52,57.9750031029325
Movie 4117,Horror,2007,4.4,74992,222.4,71.63066024124888
Movie 4118,Horror,1986,7.6,5618,192.73,84.8907083324527
Movie 4119,Action,2006,5.3,77477,100.53,69.71907131159595
Movie 4120,Comedy,1998,5.0,93981,89.48,66.20229276777005
Movie 4121,Comedy,2004,4.3,57804,214.17,68.56577139127052
Movie 4122,Action,2008,6.0,99764,126.56,81.7194361963198
Movie 4123,Horror,1994,6.3,60233,259.62,95.29975121229336
Movie 4124,Action,1985,5.3,43407,299.8,86.57551488496317
Movie 4125,Comedy,2010,5.6,55887,253.5,86.56418781546103
Movie 4126,Action,2010,7.8,25173,79.17,86.95882255984132
Movie 4127,Drama,2023,7.1,54438,157.26,93.15033622302681
Movie 4128,Horror,2004,5.2,63142,117.19,69.19541782711609
Movie 4129,Action,2004,5.4,14106,156.36,67.22990259820232
Movie 4130,Horror,1991,7.1,37860,21.57,77.00290554635929
Movie 4131,Drama,2017,6.9,24577,170.93,86.84928838862734
Movie 4132,Horror,2018,7.4,19494,251.49,98.24555843048357
Movie 4133,Action,1984,7.0,94675,176.97,97.9045107061529
Movie 4134,Drama,2005,6.8,96464,149.32,92.97516158521209
Movie 4135,Action,1997,7.4,82696,121.85,95.97474567447306
Movie 4136,Horror,2017,5.2,25954,286.85,81.53842165095892
Movie 4137,Action,2016,6.5,61939,123.44,84.06448944792676
Movie 4138,Comedy,1997,5.4,25534,149.8,69.77814883104142
Movie 4139,Drama,2014,4.8,14792,144.55,60.54416499948273
Movie 4140,Drama,2015,6.5,12776,51.44,66.60411273084361
Movie 4141,Horror,1997,6.0,46914,226.52,87.18855639634491
Movie 4142,Drama,2010,4.3,82321,259.64,74.63309276227461
Movie 4143,Drama,2000,8.8,22754,239.39,112.22535358796654
Movie 4144,Drama,1982,5.0,13966,28.63,50.58526341652885
Movie 4145,Drama,1989,5.3,98118,179.21,78.83886242560737
Movie 4146,Action,1989,6.5,93734,68.33,81.24647505170338
Movie 4147,Action,1991,5.6,5083,199.83,67.77258034093234
Movie 4148,Action,1980,5.9,15353,11.3,58.000874701788284
Movie 4149,Action,2007,5.3,82446,110.14,71.0095279906786
Movie 4150,Drama,2017,7.2,72976,223.41,102.96587713434869
Movie 4151,Action,2013,9.0,68544,137.0,113.91721168583001
Movie 4152,Action,1997,5.9,57202,178.22,82.45273357891557
Movie 4153,Comedy,2015,6.0,10184,180.36,73.40802797196544
Movie 4154,Horror,2001,7.4,22887,104.51,84.7349234570016
Movie 4155,Drama,1983,7.6,23395,295.29,105.98743463387817
Movie 4156,Action,2008,6.5,73272,272.71,100.08365855999094
Movie 4157,Action,2008,7.4,79967,129.32,96.47342556889663
Movie 4158,Drama,2020,4.6,14430,73.42,51.39681616740595
Movie 4159,Action,1991,8.1,28135,7.05,83.68792191064593
Movie 4160,Action,1995,4.4,28064,78.55,52.92102552045572
Movie 4161,Horror,1994,5.6,1184,224.83,62.11698909998769
Movie 4162,Horror,2002,6.7,83836,55.33,81.48841910036184
Movie 4163,Horror,2010,4.8,77263,110.37,65.06092035894396
Movie 4164,Action,2004,8.1,41536,134.59,99.59715298972526
Movie 4165,Drama,1982,6.1,28252,291.61,91.67962504632223
Movie 4166,Action,2010,8.4,2269,243.07,89.21829492799377
Movie 4167,Comedy,2022,4.7,84082,296.91,82.98693052052826
Movie 4168,Comedy,2015,6.1,53563,291.36,95.55665812565428
Movie 4169,Action,2007,6.7,63811,242.5,98.37676681411996
Movie 4170,Drama,2021,8.0,36351,256.47,109.65503601664659
Movie 4171,Drama,1986,8.2,64489,132.67,104.07597670643626
Movie 4172,Comedy,2000,8.4,52577,83.66,99.67444570638482
Movie 4173,Drama,2008,7.4,32348,246.86,101.53010406787135
Movie 4174,Comedy,2015,7.4,89297,107.04,95.06203433945939
Movie 4175,Comedy,1995,9.3,59303,148.47,117.05801793792996
Movie 4176,Action,1991,9.2,19282,149.46,105.72220825102036
Movie 4177,Horror,2016,5.3,69104,10.44,60.103926540002064
Movie 4178,Horror,1999,6.7,58295,189.88,92.5090346876458
Movie 4179,Action,2016,6.1,78632,299.87,98.74953509956933
Movie 4180,Action,2010,6.6,89992,23.12,77.60141531216452
Movie 4181,Horror,2010,4.2,7109,276.82,64.93288159574861
Movie 4182,Comedy,2023,9.3,20144,219.07,114.07661599791668
Movie 4183,Action,2019,7.9,23464,11.47,80.6467953030053
Movie 4184,Comedy,1991,3.6,64144,112.21,51.06904512886038
Movie 4185,Horror,1993,5.7,7687,273.58,78.35827091870573
Movie 4186,Comedy,1999,6.0,58137,39.16,69.73944864277829
Movie 4187,Action,1999,5.9,90480,205.68,87.9040814610814
Movie 4188,Drama,1995,4.8,81565,18.96,56.180005379788106
Movie 4189,Horror,2018,9.0,58232,293.11,128.0608673500528
Movie 4190,Action,1989,5.9,41680,186.42,81.40502394392517
Movie 4191,Drama,2000,3.9,51592,191.87,61.50645100507445
Movie 4192,Horror,2005,5.9,40951,146.43,77.30191997601078
Movie 4193,Action,2014,7.0,17958,191.77,87.74792662713114
Movie 4194,Horror,2011,5.8,81282,269.24,92.49701459516396
Movie 4195,Drama,2002,6.0,27367,161.83,77.48577835994465
Movie 4196,Comedy,1985,8.7,20119,125.1,98.72238573065898
Movie 4197,Action,2005,4.9,78427,123.45,67.56768779863303
Movie 4198,Horror,1989,4.1,99128,281.25,75.29212697597131
Movie 4199,Comedy,1994,8.5,81240,225.94,118.68799026101973
Movie 4200,Comedy,2014,4.7,5074,291.13,69.21378447837694
Movie 4201,Drama,2005,8.3,97154,17.32,97.04972223836657
Movie 4202,Action,1984,6.7,79316,41.18,79.7020919949204
Movie 4203,Action,1985,6.0,66297,32.56,69.86749005883861
Movie 4204,Drama,2007,6.0,16057,107.41,68.84477468046778
Movie 4205,Comedy,2021,3.3,87128,264.43,63.98097869158576
Movie 4206,Drama,1994,8.0,42442,147.6,100.00733822607839
Movie 4207,Comedy,2011,6.5,85329,219.51,95.75382891494911
Movie 4208,Comedy,1995,3.9,65845,152.44,58.51478844872295
Movie 4209,Comedy,1986,7.1,46982,203.73,96.75154190325526
Movie 4210,Drama,2004,6.2,7641,55.17,60.95377069364244
Movie 4211,Horror,2023,7.0,32393,250.91,97.79109949612439
Movie 4212,Drama,1996,6.1,93351,208.44,90.65320869826425
Movie 4213,Comedy,2017,4.7,42234,217.2,71.77972133875951
Movie 4214,Drama,1994,6.0,72015,193.53,86.4608615731963
Movie 4215,Action,2021,6.7,8015,75.52,67.77960531627512
Movie 4216,Action,2019,7.6,2794,12.33,61.543464130477915
Movie 4217,Action,2003,4.5,93517,3.17,51.823591445528486
Movie 4218,Drama,2014,6.2,95929,100.8,81.20251903443436
Movie 4219,Horror,2005,5.8,84151,297.94,95.56820380523084
Movie 4220,Horror,2019,5.7,34895,106.72,70.29472668411604
Movie 4221,Comedy,2012,7.8,46140,283.24,112.09176619635971
Movie 4222,Comedy,2002,9.5,85876,289.32,136.85837752972728
Movie 4223,Horror,2013,3.9,87978,158.92,60.29292837161222
Movie 4224,Horror,2012,7.6,61066,79.57,91.70692444801377
Movie 4225,Drama,1987,5.8,7785,47.4,56.70847866338833
Movie 4226,Drama,1993,6.3,32521,73.82,72.8369339930297
Movie 4227,Comedy,2003,6.0,5434,67.71,58.37468879733186
Movie 4228,Action,1999,6.2,46244,218.98,88.49659349972784
Movie 4229,Drama,1981,7.7,40814,86.94,90.44339803711802
Movie 4230,Action,2008,7.5,46411,182.59,98.84884994100577
Movie 4231,Action,2023,7.6,67279,127.13,97.1992990393159
Movie 4232,Comedy,1993,8.8,64016,38.84,101.27275477821368
Movie 4233,Comedy,1986,4.7,48970,237.0,74.45522275622181
Movie 4234,Horror,2011,5.7,26379,30.8,61.10806012974644
Movie 4235,Horror,1984,7.1,16219,89.8,77.80740232645276
Movie 4236,Comedy,1996,7.8,85130,283.47,116.89218289928525
Movie 4237,Comedy,1992,7.3,25019,239.61,97.89124472335259
Movie 4238,Drama,1995,4.7,75440,143.08,67.09419901209807
Movie 4239,Action,1983,4.0,6010,70.15,41.82038561215665
Movie 4240,Drama,2019,6.3,19538,107.0,72.94505680745142
Movie 4241,Drama,2003,5.9,76040,182.33,84.54326489018548
Movie 4242,Action,2004,8.8,62553,157.28,112.91331207168383
Movie 4243,Action,1992,4.2,18271,215.76,62.79112547231409
Movie 4244,Comedy,1990,4.8,50294,191.05,71.0681725483285
Movie 4245,Comedy,2023,3.4,61836,258.38,63.3476743773022
Movie 4246,Action,2015,5.9,65590,126.24,78.06204324534889
Movie 4247,Action,2009,6.9,21737,45.6,73.46903840484963
Movie 4248,Drama,2015,5.6,12121,186.3,71.28555267006288
Movie 4249,Drama,2019,6.4,97333,150.42,88.5517833079931
Movie 4250,Comedy,2005,3.6,16776,6.95,35.71495104717344
Movie 4251,Horror,1987,2.5,82404,26.71,30.9695034841707
Movie 4252,Comedy,2019,7.0,25272,237.45,94.7074433782816
Movie 4253,Action,1989,7.2,63889,69.94,86.661410561894
Movie 4254,Drama,1981,5.5,34799,119.14,69.42954966169411
Movie 4255,Drama,2014,7.5,5330,74.28,71.7877058761707
Movie 4256,Drama,2008,8.7,12319,292.29,111.17411936266133
Movie 4257,Drama,2010,8.1,67222,253.21,115.35874291184783
Movie 4258,Action,1996,5.2,11061,200.7,68.48860967088405
Movie 4259,Horror,1981,4.5,6340,295.86,68.98256293665014
Movie 4260,Comedy,1993,7.6,36111,46.28,84.38529179283562
Movie 4261,Action,1995,8.0,76116,236.89,113.6092152734227
Movie 4262,Drama,2021,3.0,87674,80.74,42.21817622502513
Movie 4263,Drama,2003,5.3,53365,107.64,68.45412432564532
Movie 4264,Comedy,1980,7.6,32796,56.12,84.6375016834867
Movie 4265,Drama,1990,5.9,45186,275.93,90.83253181161463
Movie 4266,Drama,2000,5.7,49610,53.92,67.02021681521435
Movie 4267,Drama,1996,3.9,66985,3.36,43.673731793128646
Movie 4268,Action,2005,4.8,50417,155.87,67.5618969591501
Movie 4269,Comedy,1994,6.8,94005,18.85,79.75257444521593
Movie 4270,Horror,2018,5.9,29581,49.81,65.72103594866476
Movie 4271,Horror,2023,5.6,15848,108.83,65.03982544066159
Movie 4272,Action,2021,6.4,41723,288.62,96.95052340349352
Movie 4273,Action,1987,7.3,4558,119.15,73.41646763555813
Movie 4274,Comedy,1998,4.8,80700,292.09,83.44182997962398
Movie 4275,Action,1983,4.6,88478,19.22,54.31839436763446
Movie 4276,Horror,1989,4.6,10777,5.2,43.23220657306984
Movie 4277,Action,2023,7.4,35481,101.02,87.6301779541924
Movie 4278,Action,2023,9.1,46012,112.43,108.94678112258917
Movie 4279,Drama,1985,7.3,76664,14.63,83.56756408705456
Movie 4280,Horror,2011,8.5,54100,205.17,113.15516756609281
Movie 4281,Action,2020,6.8,38458,145.35,86.32496652079992
Movie 4282,Action,2003,7.7,33099,167.67,96.90312192251169
Movie 4283,Comedy,2005,6.6,87290,200.92,95.18021744861642
Movie 4284,Horror,2008,7.0,96825,18.85,82.2496958256856
Movie 4285,Action,1988,5.0,11025,12.22,47.76205699574815
Movie 4286,Action,1989,4.1,16882,298.93,69.80265615765649
Movie 4287,Drama,1997,6.5,25339,102.84,76.19490645018836
Movie 4288,Action,1980,5.0,55432,200.4,74.65465181632862
Movie 4289,Drama,2011,7.4,39033,264.05,104.63919371741449
Movie 4290,Horror,1995,6.0,49211,219.76,86.79935665108036
Movie 4291,Comedy,1984,3.9,79763,135.89,57.607627459935365
Movie 4292,Comedy,2020,5.5,18396,157.66,69.77568587754182
Movie 4293,Horror,1984,3.7,69545,212.63,62.51705162753216
Movie 4294,Action,2015,5.9,13296,266.32,82.65423297665457
Movie 4295,Comedy,1981,8.6,17303,203.99,104.32375952164288
Movie 4296,Action,2001,7.8,9567,115.17,83.01319991428521
Movie 4297,Horror,1989,7.3,68287,164.43,97.7028721430284
Movie 4298,Comedy,2012,5.9,25813,156.84,75.62016633043129
Movie 4299,Comedy,2008,3.6,17892,270.06,62.257793474010704
Movie 4300,Drama,2013,4.7,35604,228.09,72.06613437515627
Movie 4301,Action,2015,7.9,85521,155.41,105.25757856096598
Movie 4302,Drama,2015,7.1,56671,296.44,107.35375233813619
Movie 4303,Drama,2002,4.4,31986,82.04,53.8455733366559
Movie 4304,Horror,2006,8.7,16690,51.18,89.70483689951222
Movie 4305,Comedy,1991,5.4,78787,49.25,65.80738629192217
Movie 4306,Comedy,2005,7.5,75039,127.2,96.9133243776008
Movie 4307,Action,1981,7.5,93749,151.67,101.02990207874494
Movie 4308,Comedy,1989,7.3,13608,50.67,74.55195230819032
Movie 4309,Comedy,2008,5.4,29441,170.32,72.59895852871698
Movie 4310,Drama,2008,6.8,83359,59.54,83.00428222751292
Movie 4311,Comedy,1982,6.9,54224,134.91,88.70719161629603
Movie 4312,Horror,2002,6.1,33342,207.47,84.2760791189875
Movie 4313,Horror,2008,6.6,78784,168.13,91.22455415581456
Movie 4314,Comedy,1990,7.5,77538,161.36,100.57502235929186
Movie 4315,Comedy,2004,8.4,66964,270.62,120.40217314009827
Movie 4316,Comedy,1999,5.8,58008,73.91,71.00745000944526
Movie 4317,Horror,2021,5.3,77487,243.0,83.96675533260796
Movie 4318,Horror,2022,7.3,48355,262.39,104.97932279474975
Movie 4319,Comedy,1983,5.3,4835,149.02,59.86636902219382
Movie 4320,Comedy,1992,6.0,33287,287.15,91.19271350397665
Movie 4321,Comedy,1998,3.9,17790,295.75,67.74214716269562
Movie 4322,Comedy,2014,7.8,23310,64.37,84.87910892298967
Movie 4323,Comedy,2001,6.4,67642,28.33,74.01379458869214
Movie 4324,Action,2000,5.2,10928,70.07,55.3627104455187
Movie 4325,Action,2006,7.3,59100,22.83,82.48812280319113
Movie 4326,Horror,2018,7.4,99736,215.49,106.72516080328876
Movie 4327,Horror,1985,4.4,97291,120.5,62.58607699736427
Movie 4328,Comedy,2006,9.1,37055,220.06,117.73968860448727
Movie 4329,Horror,1991,4.8,4851,131.77,53.91530209630691
Movie 4330,Horror,1993,3.5,4283,233.2,52.58924851048674
Movie 4331,Comedy,1998,5.8,68974,232.56,87.87669651469582
Movie 4332,Drama,2008,9.2,41278,111.38,108.91660441051351
Movie 4333,Comedy,1994,6.2,2372,40.73,52.25884358990174
Movie 4334,Action,2015,6.9,38980,7.39,73.67772442570744
Movie 4335,Action,1984,6.3,46038,13.02,68.94663809684698
Movie 4336,Comedy,1980,5.6,16453,73.35,61.7016137712817
Movie 4337,Horror,2003,9.0,63716,261.27,125.6868601374272
Movie 4338,Comedy,2000,4.9,13208,119.22,58.41640310267694
Movie 4339,Horror,1980,6.1,23711,4.4,61.889792821384454
Movie 4340,Horror,1988,8.4,38054,48.34,93.42701718989254
Movie 4341,Action,1980,6.6,30617,103.6,78.53366611192737
Movie 4342,Comedy,2015,7.3,87680,128.68,95.95266170275194
Movie 4343,Horror,2019,5.3,99458,27.4,63.72975412300251
Movie 4344,Action,2015,7.0,45257,180.17,93.0579431035718
Movie 4345,Drama,2018,5.9,30660,29.39,63.890405929311775
Movie 4346,Comedy,1986,6.1,30642,6.34,63.647973134761
Movie 4347,Action,2000,4.4,32265,215.86,67.2657850221948
Movie 4348,Drama,2011,7.6,19788,167.91,91.97689945129166
Movie 4349,Horror,1983,5.4,72211,84.34,68.84575218670537
Movie 4350,Drama,1980,7.4,10683,33.59,72.0051190493009
Movie 4351,Drama,2011,8.6,38718,289.92,119.84313714565224
Movie 4352,Action,2012,6.7,26478,241.35,92.36851854141557
Movie 4353,Drama,1999,5.8,2928,135.36,59.83401481160085
Movie 4354,Horror,2003,6.2,92893,145.9,85.51312889026988
Movie 4355,Action,1989,8.4,34416,279.05,115.65396962164166
Movie 4356,Comedy,2020,6.8,27488,136.73,83.1794801847066
Movie 4357,Comedy,2015,6.3,17966,114.13,73.1296397318752
Movie 4358,Comedy,1980,9.1,76238,60.1,108.3088186380867
Movie 4359,Drama,2023,7.5,33542,170.1,95.1643760761161
Movie 4360,Drama,2010,6.5,58263,103.47,81.66980795833538
Movie 4361,Action,2021,6.5,27396,66.18,73.03622718264955
Movie 4362,Horror,1994,8.5,53216,47.95,97.29313197183492
Movie 4363,Action,1990,4.7,41787,138.42,63.85171313099977
Movie 4364,Comedy,2020,3.9,86229,18.97,46.21961635339085
Movie 4365,Drama,2000,5.7,50446,257.39,87.46246778742292
Movie 4366,Drama,1980,5.4,18822,111.17,64.26830794875058
Movie 4367,Action,2006,7.0,11210,279.55,93.22755502707516
Movie 4368,Horror,2022,6.8,91618,71.76,84.86867887858924
Movie 4369,Drama,2015,5.6,4098,45.82,51.16559059482429
Movie 4370,Action,2015,7.6,8753,175.96,86.58322173490639
Movie 4371,Comedy,2010,5.7,72032,280.12,91.76581387007465
Movie 4372,Drama,1990,5.9,46963,38.58,67.3251061155256
Movie 4373,Drama,1981,4.2,73819,249.52,72.03141690165276
Movie 4374,Action,1989,5.0,84003,251.1,81.8030984786966
Movie 4375,Horror,1982,5.5,74330,39.91,65.68055854130814
Movie 4376,Horror,1982,5.1,50176,132.94,68.49289137012795
Movie 4377,Comedy,1984,7.4,99355,93.95,94.54283832643914
Movie 4378,Action,1999,7.1,32043,43.81,78.04254318507854
Movie 4379,Drama,1982,5.5,40754,157.91,74.17533595790707
Movie 4380,Horror,2015,4.6,90138,246.54,77.13589773071385
Movie 4381,Horror,1996,5.5,32807,270.14,84.20535216889542
Movie 4382,Drama,2013,8.7,41466,150.77,107.58108291979644
Movie 4383,Drama,2011,6.2,99257,74.11,78.74496235897743
Movie 4384,Horror,2018,5.5,17844,228.45,76.68713249758343
Movie 4385,Horror,2019,7.0,61685,224.63,99.67168595839541
Movie 4386,Action,2011,8.1,37413,85.47,93.83838198376168
Movie 4387,Action,2019,6.7,30374,193.15,88.4682137103071
Movie 4388,Comedy,2009,5.1,42254,248.66,79.18853764179076
Movie 4389,Drama,2020,5.4,5436,218.5,68.29530667258798
Movie 4390,Comedy,1991,4.3,37362,263.72,71.6442756122906
Movie 4391,Action,1992,7.2,30419,185.96,92.92056007385564
Movie 4392,Drama,1986,4.4,81523,273.72,77.1300720313876
Movie 4393,Action,1994,7.9,98680,239.0,114.74721686442547
Movie 4394,Comedy,1981,7.6,9118,150.65,84.36267725229585
Movie 4395,Horror,1985,6.2,60502,120.91,80.35577902331173
Movie 4396,Comedy,2018,5.5,8483,192.83,69.03565523626516
Movie 4397,Horror,2022,5.7,50577,118.03,73.54125027529254
Movie 4398,Horror,1984,5.1,74118,78.37,65.0254786622328
Movie 4399,Horror,2015,5.7,22837,225.64,79.77023223729108
Movie 4400,Drama,1991,5.6,42099,101.32,69.75969691015464
Movie 4401,Drama,2019,7.7,79268,130.32,99.89263856191818
Movie 4402,Action,2000,6.5,74725,19.74,74.9142919015208
Movie 4403,Comedy,2011,7.4,3066,91.45,68.55556821444547
Movie 4404,Horror,1980,5.1,70368,147.54,71.67769133171842
Movie 4405,Action,2018,7.9,86608,56.61,95.47735622045589
Movie 4406,Comedy,2009,5.5,38875,46.04,62.72872804942849
Movie 4407,Comedy,2012,5.7,44471,281.02,89.10690582280984
Movie 4408,Drama,2021,8.8,61819,176.09,114.69044349803775
Movie 4409,Comedy,2008,6.4,74150,121.54,83.92269653537157
Movie 4410,Drama,2002,6.1,56311,22.27,68.9528439052566
Movie 4411,Drama,1991,6.6,26430,178.04,85.00713276165658
Movie 4412,Comedy,1993,6.0,72165,147.46,81.86634579903168
Movie 4413,Action,1991,6.1,24994,80.4,69.8112296114708
Movie 4414,Comedy,1986,5.6,56685,8.96,62.189582255625545
Movie 4415,Drama,2014,6.2,47288,215.25,88.26200453362685
Movie 4416,Horror,2022,7.4,33347,100.29,87.09817278852573
Movie 4417,Drama,1980,4.9,20917,26.45,51.391990025439654
Movie 4418,Horror,1997,7.9,52763,54.07,91.3083169098536
Movie 4419,Action,1996,3.7,71433,148.71,56.2241581342063
Movie 4420,Comedy,2009,9.3,88560,86.89,114.62945578961467
Movie 4421,Horror,1992,5.3,74523,177.68,77.22804545074328
Movie 4422,Comedy,1997,6.1,54023,257.87,92.25982039465353
Movie 4423,Comedy,1999,6.1,37291,55.88,69.79985804304116
Movie 4424,Action,2004,6.2,58315,19.82,70.01851701879322
Movie 4425,Action,2010,6.9,12397,89.86,74.02050409300688
Movie 4426,Horror,2014,7.5,55687,224.93,104.44939972136376
Movie 4428,Horror,1984,4.5,43576,38.83,51.95328145245477
Movie 4429,Drama,1982,4.2,65490,67.4,53.31660563192973
Movie 4430,Horror,1995,6.1,28111,209.56,83.44410604360395
Movie 4431,Comedy,1992,5.4,86717,266.66,88.06625046985525
Movie 4432,Horror,2008,9.0,78271,212.36,122.6475069714216
Movie 4433,Action,1994,5.9,53044,109.25,75.11048574447089
Movie 4434,Drama,1998,7.7,57420,236.38,108.0158733417471
Movie 4435,Drama,2016,8.3,11640,13.04,79.0109956144604
Movie 4436,Horror,2002,5.2,99091,283.09,88.12878075070748
Movie 4437,Drama,2005,6.4,79111,225.89,94.77216703327889
Movie 4438,Horror,2019,5.4,87674,27.67,64.22651720504524
Movie 4439,Horror,1993,7.1,23121,275.01,98.8456327520704
Movie 4440,Comedy,2000,5.1,27589,234.33,75.5815642027778
Movie 4441,Comedy,2008,5.3,34122,240.79,79.39895269036901
Movie 4442,Horror,2003,6.2,47793,161.66,82.96886340304759
